idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class,controversial,cap
338,讲改革的成果，开口便是比改革前富了。是富了，但人均纯收入排名下降，基尼指数急升，只富了极少数人；是富了，但搞得人心水土气食全毒，成为不宜生存之地，有些已万劫不复，成本大于收益；是富了，但阶层固化，人口老化，贪腐无孔不入；是富了，平等自由民主法治公正有何进步？权利有何保障？权力有何制衡？没有这些方面的改革，改革是失败的，无功可吹。回到这样的改革，没有希望。要改，就改成自由平等民主法制公正。,12/18/18,https://weibo.com/1293968875/H7V7tdB2h,1293968875,H7V7tdB2h,4318880000000000.0,12/22/18,not available,12/23/18,not available,65627.0,Permission Denied!,democracy,censored,0.9090909090909091,0.18181818181818182
417,昨晚看到的黄逸豪关于同志的脱口秀视频片段，刚刚看已经被和谐了...,10/24/18,https://weibo.com/1711807281/GFmZF1Mlv,1711807281,GFmZF1Mlv,4298600000000000.0,10/28/18,available,1/2/19,not available,85.0,Permission Denied!,propaganda,censored,0.5454545454545454,0.18181818181818182
259,是这样子的一到央视的舞台上男孩子们就是上交给国家的社会主义接班人了表现出来的样子都特别富强民主文明和谐积极向上笑起来有一种和平时表演不同的朝气有一种属于祖国的生机那种能唤起人听到红歌时有的感觉我妈在旁边：怎么跳都不跳一下诶嘿结束啦？,10/1/18,https://weibo.com/3701388380/GBWjXEUfx,3701388380,GBWjXEUfx,4290420000000000.0,10/5/18,available,12/26/18,not available,106.0,Permission Denied!,democracy,censored,0.36363636363636365,0.09090909090909091
278,我一直以为自己生活在一个“相对”民主自由开放的家庭，并且引以为傲。直到今年这个家庭开始频繁地用我的年龄间接或者直接地逼迫我做一些没有意义的事，我才发现这个“相对”有多狭隘。我不知道自己会不会妥协，也不知道妥协的这一天离我有多远，我只知道我现在很愤怒很失望很烦躁很无奈！（摔桌）,10/30/18,https://weibo.com/1763451852/H0ot9stMA,1763451852,H0ot9stMA,4300940000000000.0,11/3/18,available,12/26/18,not available,352.0,Permission Denied!,democracy,censored,0.36363636363636365,0.09090909090909091
18996,加拿大外长说中国可能已经拘捕了第二名加拿大公民，我觉得大家不要过度解读，我们是法制国家，跟孟晚舟事件无关，我们只是正常的执法而已，如果还有加拿大人在中国违法，不排除还有第三第四……门前大桥下游过一群加拿大鹅，快来快来数一数，24678……,12/12/18,https://weibo.com/3966058665/H70UUEmSg,3966058665,H70UUEmSg,4316720000000000.0,12/16/18,available,12/27/18,available,16121.0,,meng,uncensored,0.36363636363636365,0.0
806,有人在推特爆料：某高官夫人去加拿大被拒签，还爆料，这位高管在加拿大有两处豪宅。这说明，孟晚舟事件在升级。,12/18/18,https://weibo.com/1734201760/H7PiMl355,1734201760,H7PiMl355,4318660000000000.0,12/22/18,not available,12/23/18,not available,1074682.0,Permission Denied!,meng,censored,0.36363636363636365,0.0
19290,孟晚舟给家门口记者们点披萨某些在中国的加拿大人只知道疯狂敛财对我说的就是吴亦凡就那个充电宝,12/13/18,https://weibo.com/1913563451/H75g1Cjsj,1913563451,H75g1Cjsj,4316890000000000.0,12/17/18,available,12/28/18,available,305.0,,meng,uncensored,0.6363636363636364,0.0
16570,想做一个专题，访问一下中国式父母是如何适应朝夕相处的孩子突然上学去了、突然住校了、突然远行了、突然可以离开自己在遥远的地方独自生活了的内心世界,12/19/18,https://weibo.com/1704067963/H85krchCw,1704067963,H85krchCw,4319270000000000.0,12/23/18,available,1/4/19,available,285191.0,,china,uncensored,0.2727272727272727,0.0
839,我真的超想买华为，但是才出来上班，太穷了，爱国的心我一直都有,12/12/18,https://weibo.com/5326804031/H70bj9xK8,5326804031,H70bj9xK8,4316690000000000.0,12/16/18,not available,12/17/18,not available,114.0,Permission Denied!,patriotism,censored,0.2727272727272727,0.0
28803,英法应当是主权国家，政治独立的，不受任何人摆布！《英法》这样做就对了，能挣钱的为什么不挣，在封锁几年，想卖给中国，中国以自主生产了，这就是英...【继英国后，又一欧洲大国要对华转让关键技术，特朗普傻眼了!】O继英国后，又一欧洲大国要对华转让关键技术，特朗普傻眼了!,11/26/18,https://weibo.com/3005326470/H4ssKlF8m,3005326470,H4ssKlF8m,4310630000000000.0,11/30/18,available,12/11/18,available,11.0,,trump,uncensored,0.5454545454545454,0.0
398,内向的人在国内没人权。在国外也没人权。我还是去芬兰吧。,12/18/18,https://weibo.com/2716070421/H7OxxsC2R,2716070421,H7OxxsC2R,4318630000000000.0,12/22/18,available,1/4/19,not available,123.0,Permission Denied!,hr,censored,0.6363636363636364,0.09090909090909091
23152,中美贸易战川普的国际关系牌围着中国打。传统日韩不必说，先搞萨德，再直接上手平壤，打台湾牌，打南海牌分化东盟，往西一直拉拢印度。在中东地区重点打压伊朗，拉拢以色列和沙特。中东是一带一路的战略要地，川普不顾前任政治遗产，撕毁伊核协议，重启制裁，就是要在一带一路中间横切一刀，主导中东。可惜，川普的算盘恐怕打起来容易，实现起来难，国际形势变了，美国的相对优势与20年前弱了。川普打伊朗牌，恐怕难有大收获，顶多把油价搞上去，趁机多卖点石油。,9/29/18,https://weibo.com/1456459070/GBDA7w6GI,1456459070,GBDA7w6GI,4289700000000000.0,10/3/18,available,12/2/18,available,547.0,,trump,uncensored,0.6363636363636364,0.09090909090909091
886,虽然对于wannaone的解散也有点伤感。但是对于某些混韩圈的人踩一捧一的行为真的很难理解。嗯，我还是爱国的。,12/30/18,https://weibo.com/5243469029/H9KvM46DC,5243469029,H9KvM46DC,4323240000000000.0,1/3/19,not available,1/4/19,not available,787.0,Permission Denied!,patriotism,censored,0.8181818181818182,0.2727272727272727
387,西国真心没人权东国要打进来全靠义愤填膺的北国盟友们帮着堵西国国门还真没想到我挑的这线竟然要开国战,11/25/18,https://weibo.com/2152913193/H4ksfr0Z7,2152913193,H4ksfr0Z7,4310320000000000.0,11/29/18,not available,12/16/18,not available,110.0,Permission Denied!,hr,censored,0.6363636363636364,0.18181818181818182
675,在支付宝首页为实力派演员潘粤明打call，搜索编号563815780，增加能量值，顺手领红包，落后有点多，希望大家支持最好的潘潘，爱国的潘潘，他值得更多的关注，不要让他再受委屈了，好演员不应该也不会被埋没，一起加油。,12/2/18,https://weibo.com/6439249684/H5owYFxIc,6439249684,H5owYFxIc,4312860000000000.0,12/6/18,available,12/19/18,available,257.0,,patriotism,uncensored,0.2727272727272727,0.0
715,中美贸易战摁下了暂停键，从双方态势来看，美国是挑战方，中国是应战方，美国主战，中国主和，现在美国的国内形势使得特朗普团队有点急了，因为之前的战况没有达到特朗普们所希望的目标，反之则要影响选票了，11月1日特朗普主动打电话到12月1日达成“共识”，跌宕起伏，扣人心弦，比电视剧精彩多了，估计未来90天（不到）将更精彩。,12/3/18,https://weibo.com/1704632065/H5DqG4Bre,1704632065,H5DqG4Bre,4313430000000000.0,12/7/18,not available,12/16/18,not available,1494.0,Permission Denied!,trump,censored,0.45454545454545453,0.0
383,每次一到这种时候我都觉得困惑。首页上很多人怒骂讥讽，人家就是开放多元！人家就是言论自由！人家就是讲究人权！你们特别不喜欢这里对吧？觉得它烂透了，要改的地方有太多对吧？但是你们除了在网上打打擦边球说说你国走国这种词以外还干嘛了？不过是吸引了一群跟你们一样的乌合之众打打嘴炮罢了。那两个学生做的事情你们不是不知道对吗，这两天一位女士勇敢亮出自己亲身经历为另一位女士发声的事情你们不是不知道吧？我觉得你们和这些勇敢的人的诉求都是一样的啊，可你们为什么表现出来就像个懦夫呢？别说做什么都没用，别说不会有任何改变，重要的是你有没有尝试过去改变，还是又要在网上过嘴瘾线下生活依然开心享受这个地方为你提供的一切。,11/17/18,https://weibo.com/1650851125/H3cpt2vyH,1650851125,H3cpt2vyH,4307630000000000.0,11/21/18,not available,12/31/18,not available,8701.0,Permission Denied!,hr,censored,0.8181818181818182,0.09090909090909091
51,受害者朋友发的证据第二张图说不要让中国人再受蒋劲夫蒙蔽了我感觉这位还是觉得我们网络上的喷子只是被错误信息干扰了本质还是分得清是非的哎感谢这么想但...很多国人在这件事上根本没有独立思考能力看见是“日本人”还有蒋劲夫方空口白牙说的“7p”就高潮了现在摆出来证据还有洗地狗说牙齿像假的以往很多令人震惊难过的事情至少微博上的舆论还是能反射正常的属于现代文明的观念的而这次也不知道是东亚劲夫请了太多水军还是...那些支持蒋劲夫支持受害者有罪的网民还有那些恶心的明星看着这些蠕动得神采奕奕的蛆我都要吐了,11/29/18,https://weibo.com/5896117591/H4ZTR7h98,5896117591,H4ZTR7h98,4311910000000000.0,12/3/18,not available,12/16/18,not available,26.0,Permission Denied!,china,censored,0.6363636363636364,0.18181818181818182
13112,这种中国人在洋人面前跪太久了，双腿已经退化迨尽，根本不可能再站起来了，居然把美、加如此＂绑架＂孟晚舟也称为高级文明，这种孙子遇到强盗都有可能赔着笑脸把亲娘妹子献上O中国应该反思怎样和文明世界打交道,12/11/18,https://weibo.com/1400887105/H6KckjcA9,1400887105,H6KckjcA9,4316080000000000.0,12/15/18,available,12/26/18,available,5371215.0,,china,uncensored,0.9090909090909091,0.18181818181818182
26637,有消息显示，中美贸易摩擦正在向积极方向发展，全球市场应声大涨！新华网援引彭博社消息指出，四名知情人士透露，美国总统唐纳德·特朗普希望在11月底于阿根廷举行的G20峰会上与中国就贸易问题达成协议，并已经要求美国主要官员开始起草可能的条款。O特朗普寻求G20峰会与中国达成贸易协议，多头罕见连续逼空,11/2/18,https://weibo.com/1664176597/H0Ph80lP5,1664176597,H0Ph80lP5,4301970000000000.0,11/6/18,available,12/10/18,available,1557148.0,,trump,uncensored,0.18181818181818182,0.09090909090909091
9149,你不知道的百度APP异业合作，一个App内搞定一切，小程序将成为移动互联网的基础设施。百度通过开源让所有App都能用上智能小程序，这是中国互联网拥抱小程序的最佳姿势。,11/30/18,https://weibo.com/2799621212/H5ctZDeEF,2799621212,H5ctZDeEF,4312400000000000.0,12/4/18,available,12/19/18,available,2082538.0,,china,uncensored,0.45454545454545453,0.09090909090909091
32293,我的文革印象：我的家乡在苏北的一个县城，文革后期给我最深印象的一件事是看儿童连环画。由于自小就喜欢听大人讲故事，因此各种古代英雄人物始终印在自己的脑海里。稍大一点之后，具备了基本的阅读能力，自己就开始到处寻找这些故事书看。在我们的小学和初中阶段，学校学的都是谁万岁，某某英雄事迹，很难找到适合自己年龄的、自己真正崇拜的英雄故事书。一次偶然的机会，在县城老城的一座白墙灰瓦的老式建筑中，看到一对年老的夫妇家里有很多儿童连环画。画册都收藏的非常完整、精美，每册书之外还专门做了一个外套。更值得高兴的是，老人家里的连环画册非常完整。什么三国演义、水浒传、西游记、岳飞传、隋唐演义等等等等。几乎我听过的故事都能在此找到。老人对我们出租连环画册，每本两分钱。从此，我的周日就有了固定的地方。自己把平时大人给的零花钱都用在这里了。有时是一早过来，连中午吃饭都不知道回去。时间久了，家里人也知道了这个地方，找不见我也会固定找到这里来。再后来的一天，那家房子的老人过世了，但附近的连环画册出租点好像到多了起来。也许这就是我最初感觉到的市场经济啦。,9/3/18,http://weibo.com/1434299874/GxH2tzAMk,1434299874,GxH2tzAMk,4280300000000000.0,9/6/18,available,12/31/18,available,30916.0,,cr,uncensored,0.2727272727272727,0.0
36671,中国矿业大学质疑新生仅接触不到一个月就民主推荐入党积极分子的名额，其随机性大于科学性。,9/29/18,https://weibo.com/1282034405/GBFQltg0z,1282034405,GBFQltg0z,4289790000000000.0,10/3/18,available,11/28/18,available,1251.0,,democracy,uncensored,0.36363636363636365,0.09090909090909091
22845,比起美国的那些暗矬矬的“民主资金”，中国这样公开评说，够“正大光明”了吧。双标的精神美人，你们还怎么洗？中国媒体在美国打广告，特朗普急了-观察者网O中国媒体在美国打广告，特朗普急了,9/26/18,https://weibo.com/2606753830/GBgJ1nWH0,2606753830,GBgJ1nWH0,4288820000000000.0,9/30/18,available,12/1/18,available,300.0,,trump,uncensored,0.36363636363636365,0.0
20194,这些天身陷囹圄又备受瞩目的一位中国公民。自12月1日，她在加拿大被美国长臂执法拘捕，到12月6日这一消息震惊中国，再到12月11日她在多伦多获准保释，都引发了全网、全国乃至全世界的关注。“我在温哥华，已回到家人身边。我以华为为傲，我以祖国为傲！谢谢每一位关注我的人。”这是12月13日，孟晚舟获释的一条朋友圈。寥寥数语，道出了人情冷暖：中美贸易战的拘押人质也好，中企明珠华为的副总裁也好，异国他乡，失去自由，身陷险境之时，最想回到的地方是祖国，最为牵挂的人们是家人。O再谈孟晚舟事件：你讨厌的中国，正千方百计地救我,12/17/18,https://weibo.com/1915044952/H7MnPFGlz,1915044952,H7MnPFGlz,4318540000000000.0,12/21/18,available,1/1/19,available,21779.0,,meng,uncensored,0.6363636363636364,0.0
31120,特朗普上台后花掉了不少钱，花的钱是去搞基建了，他就是在学中国政府的做法。他是对的，可惜体制不允许他花太多的钱，而且美国政府没有余钱给他去花。中国数十年一直孜孜不倦地搞基建，民主国家没有这种始终如一的长期规划能力。无论做啥，对手都会攻击。长期投资都没法做。这是民主体制的劣势。,12/13/18,https://weibo.com/5511070435/H71PyAMSb,5511070435,H71PyAMSb,4316750000000000.0,12/17/18,available,12/28/18,available,5061.0,,trump,uncensored,0.7272727272727273,0.09090909090909091
12147,2018年12月7日，中国科技公司华为创始人任正非的女儿、首席财务官孟晚舟的保释听证会在卑诗省最高法院举行。经过长达数小时的争辩，截至发稿时，法庭出现第一次休庭，还没有就保释案做出裁决。加拿大刑法改革与刑事政策国际中心高级研究员、原澳门圣若瑟大学副校长杨诚教授表示，12月1日孟晚舟在温哥华机场转机时被加拿大逮捕如果是基于美国的引渡请求，则需要了解加方采取行动的法律依据。按阴谋论随意猜测所谓政治背景，甚至指责加拿大对美方马首是瞻，将无助于问题的解决，还会对中加合作的大局产生不良影响。杨教授表示，加拿大是有司法主权和实行法治的国家。就孟晚舟事件而言，根据美加引渡条约的规定，美方在事发前必须通过外交渠道向加拿大提出逮捕的要求，并且还要向加方说明理由并提供相关资料。根据美加引渡条约，双方有义务相互引渡涉嫌犯罪的人，但是，一方向另一方请求逮捕某人以便引渡须满足三个法律条件：第一，请求方所指控的必须是按美加两国的法律都构成犯罪的事实。如果相关行为按美国法律是犯罪而按加拿大法律不是犯罪，加方就不会接受请求。第二，所指控的这种犯罪按两国的法律都能判处一年以上监禁。也就是说，美方指控的犯罪不能是轻微的犯罪。第三，请求方要提供指控的犯罪事实和法律对相关罪名和刑罚的具体规定。所以，加拿大警方不会在未经过渥太华批准、没有加拿大的法律根据或者不知道美方指控的罪名、犯罪事实和可能判处的刑期的情况下，仅仅根据美方的要求就逮捕孟晚舟。换言之，可以肯定，即便加拿大逮捕孟晚舟是根据美方的请求，同时也是根据本国的法律和国际条约。有消息指这次美方请求引渡是因为华为违反了有关制裁伊朗的禁令。应该指出，美加两国都有法律明确规定违反制裁伊朗的禁令可构成严重的刑事犯罪。所以，不能说这次逮捕行动的法律依据仅仅是美国的国内法。杨教授说，应该注意到华为已经发表声明，保证遵守有关国际法和美加两国的法律，并且相信此事会得到公正的处理。这个态度值得肯定。他说，根据加拿大的引渡法和美加引渡公约，加拿大政府应当在“证据充分”的条件下才能批准引渡请求。而且，如果引渡是基于政治原因，就应当拒绝引渡。所以，他相信，加拿大政府和法庭会依法处理孟晚舟事件，而当事人现在应该做的是聘请律师准备诉讼。,12/7/18,https://weibo.com/1710223617/H6fcldJAL,1710223617,H6fcldJAL,4314880000000000.0,12/11/18,available,12/22/18,available,28405.0,,china,uncensored,0.7272727272727273,0.09090909090909091
781,似有玄机，偏偏是华为，偏偏是孟晚舟，偏偏是张首晟，偏偏是芯片，偏偏是火灾，偏偏是光刻机，偏偏是米国，偏偏是加拿大，偏偏是有引渡条约，偏偏是同一天，似是巧合，似是命中注定，也或是大国博弈。O华为CFO孟晚舟被加拿大扣留情况是不是很复杂？,12/8/18,https://weibo.com/6088405229/H6lpDoRBK,6088405229,H6lpDoRBK,4315120000000000.0,12/12/18,not available,12/17/18,not available,429.0,Permission Denied!,meng,censored,0.8181818181818182,0.09090909090909091
14112,（转）中国教育最大失败之处，不教孩子独立思考的能力，不教孩子正常的逻辑思维能力，不教孩子反省质疑的能力。所以教育到最后就是培养了一大批复印机、复读机。,12/13/18,https://weibo.com/1320153481/H75mQajnL,1320153481,H75mQajnL,4316890000000000.0,12/17/18,available,12/28/18,available,303732.0,,china,uncensored,0.6363636363636364,0.0
333,广州十三行老板杀人改革开放40年了，广东一直是国内公平民主正义的领头，广州公安还社会一个真相，还平民一个公道，请不要草草了事。,12/17/18,https://weibo.com/5521686235/H7IkWq5Fr,5521686235,H7IkWq5Fr,4318390000000000.0,12/21/18,not available,12/22/18,not available,1219.0,Permission Denied!,democracy,censored,0.7272727272727273,0.18181818181818182
636,粽男孩的大大们知道杨永信吗？他们发话有用吗？他发话有用吗？川普推特是他自己发的吗？他会看评论吗？【这个时候真希望自己能直达天听，甚至是他的上下铺兄弟。我的室友们啊，苟富贵...,11/4/18,https://weibo.com/6555017817/H1a35a0jF,6555017817,H1a35a0jF,4302770000000000.0,11/8/18,not available,12/28/18,not available,127.0,Permission Denied!,trump,censored,0.36363636363636365,0.09090909090909091
21748,$上证指数sh000001$特朗普昨晚邀功，说中国市场是他给搞崩的，打脸了吧，明明我们自己搞崩的。,9/14/18,http://weibo.com/1588157994/Gzi99vVGP,1588157994,Gzi99vVGP,4284110000000000.0,9/17/18,available,12/1/18,available,997.0,,trump,uncensored,0.8181818181818182,0.09090909090909091
38450,翻了很多俞老师新闻的言论。李光耀说亚洲很多国家和中东很多国家并不需要民主和言论free是很正确的，确实不需要所有人都有言论free。,11/18/18,https://weibo.com/3777895565/H3lcNATaL,3777895565,H3lcNATaL,4307970000000000.0,11/22/18,available,12/17/18,available,293.0,,democracy,uncensored,0.9090909090909091,0.2727272727272727
352,今天是今年上班的最后一天，八戒决定召集身边的工作同志开个民主生活会。八戒先自我检讨了一下，给会议戴个帽，定个调，说整个2018年感觉自己有点软，希望新的一年会硬起来。然后两个秘书发言，陈露，就是那个玉体横陈的陈，露水夫妻的露说：领导，你不是软和硬的问题，你造吗，你是该硬的时候硬不起来，该软的时候软不下去。另一个秘书金露，就是金风玉露一相逢，便胜却人间无数的露说，刚才头疼姐，嗯，不是，陈姐说得对，领导你要一手软，一手硬，不能五个手指头都硬。八戒说，这会没法开了，你们让我哭会儿去。,12/28/18,https://weibo.com/1649339801/H9sorrraz,1649339801,H9sorrraz,4322540000000000.0,1/1/19,not available,1/1/19,not available,13697.0,Permission Denied!,democracy,censored,0.5454545454545454,0.09090909090909091
1905,我也就混口饭吃，大佬别把盘子搞小了大家不买账以后我没有爱国荧光棒,12/10/18,https://weibo.com/3219549823/H6E4HbmMk,3219549823,H6E4HbmMk,4315840000000000.0,12/14/18,available,12/25/18,available,49347.0,,patriotism,uncensored,0.5454545454545454,0.0
298,后天就是台湾九合一选举了，特意去外网上看了一下，我实在是忍不住有必要吐槽湾湾一下。一方面对大陆说是要保持不排斥统一的暧昧关系，一方面还时不时地炫耀说是要坚守台湾价值，民主自由的权利；一方面对大陆说是要继续和台湾打交道做生意，不能孤立我们；一方面还谩骂大陆是利用经济融合，做着政治统战伎俩。这不是诈骗集团，什么是诈骗集团？是湾湾把大陆当傻子还是湾湾精神有问题，难道还要大陆为你们的台独错乱鼓掌吗？真是笑死我，一到选举时候就说是大陆干扰，破坏，与打压；以后大陆不理你们了，我看你们还能蹦跶什么。。。,11/22/18,https://weibo.com/5384754742/H3Q2mo6EV,5384754742,H3Q2mo6EV,4309150000000000.0,11/26/18,not available,12/15/18,not available,83.0,Permission Denied!,democracy,censored,0.9090909090909091,0.18181818181818182
10035,祖国确实是日渐强大了一些搞外事的人员应该是深有感触曾经高贵的一塌糊涂的欧猪国家及贵族现在也主动放下身价跟我们谈合作谈未来我们也会识时务的输出自己的产品、自己的价值观、自己的理念等你到各大航空枢纽转一转黑眼睛黄皮肤的中国人遍布地球的角角落落这一切的一切、多少年来都是他们给我们输出现在也该轮到我们给他们输出了世道好轮回、苍天何曾辜负谁？整天黑中国的、要么脑残？要么别有用心？,12/3/18,https://weibo.com/1723144472/H5vNK4tVH,1723144472,H5vNK4tVH,4313140000000000.0,12/7/18,available,12/19/18,available,106975.0,,china,uncensored,0.7272727272727273,0.09090909090909091
1529,矮三的黑称居然是爱国，我对矮三产生了怜爱之情。,12/8/18,https://weibo.com/1733779647/H6iNNpBT5,1733779647,H6iNNpBT5,4315020000000000.0,12/12/18,available,12/23/18,available,3123.0,,patriotism,uncensored,0.5454545454545454,0.09090909090909091
18267,孟晚舟保释听证未得出结论虽然你不认识我，但我会不由自主地为你抱不平。因为，我是中国人。,12/11/18,https://weibo.com/6452372837/H6Kuc7oPV,6452372837,H6Kuc7oPV,4316090000000000.0,12/15/18,available,12/26/18,available,131.0,,meng,uncensored,0.45454545454545453,0.0
939,我妈他们50后这一代人是真的苦。三年自然灾害、文革都经历过了。舍不得钱。什么都嫌贵。什么都舍不得扔。爱攀比。别人家的孩子永远比自己孩子好。仇恨日本。始终相信结婚生子=圆满、单身=残缺。我觉得，一生想不通，是他们最大的苦。,11/28/18,https://weibo.com/1244204600/H4NPe9DWj,1244204600,H4NPe9DWj,4311450000000000.0,12/2/18,not available,12/13/18,not available,1780.0,Permission Denied!,cr,censored,0.36363636363636365,0.0
